date,size_sqm,bedrooms,bathrooms,age,location,price
2048-03-08,119,1,2,18,Urban,1798600
2048-03-15,92,3,1,27,Suburban,1611913
2048-03-22,106,3,1,7,Suburban,1836956
2048-03-29,93,1,1,22,Suburban,1637125
2048-04-05,114,4,1,7,Suburban,1984857
2048-04-12,171,1,2,9,Urban,2245354
2048-04-19,78,3,2,9,Suburban,1671465
2048-04-26,71,3,1,17,Rural,1391686
2048-05-03,164,1,2,9,Suburban,2200855
2048-05-10,113,2,2,6,Urban,1913851
2048-05-17,99,4,1,29,Rural,1628059
2048-05-24,151,1,1,3,Rural,2155142
2048-05-31,101,3,1,0,Rural,1823334
2048-06-07,174,2,1,10,Urban,2373850
2048-06-14,140,4,2,18,Suburban,2105748
2048-06-21,105,3,1,4,Urban,1849094
2048-06-28,184,4,1,29,Urban,2524521
2048-07-05,101,2,1,25,Rural,1603366
2048-07-12,142,3,1,7,Rural,2064976
2048-07-19,128,2,2,1,Urban,2070019
2048-07-26,159,1,1,1,Rural,2048270
2048-08-02,166,1,1,23,Urban,2222121
2048-08-09,120,4,2,13,Rural,1880261
2048-08-16,97,2,1,8,Suburban,1657307
2048-08-23,133,2,1,9,Suburban,1965770
2048-08-30,99,4,1,12,Suburban,1839177
2048-09-06,180,4,2,28,Rural,2384960
2048-09-13,124,4,1,0,Rural,2004777
2048-09-20,109,1,1,13,Suburban,1708638
2048-09-27,125,4,1,1,Urban,2048969
2048-10-04,79,1,2,3,Urban,1646533
2048-10-11,90,4,1,27,Suburban,1656988
2048-10-18,156,2,1,18,Rural,2158957
2048-10-25,100,2,1,0,Urban,1779446
2048-11-01,88,4,2,3,Urban,1779222
2048-11-08,136,4,2,10,Urban,2117623
2048-11-15,155,1,1,12,Rural,2019688
2048-11-22,141,3,1,26,Urban,2070567
2048-11-29,149,1,2,17,Urban,2112497
2048-12-06,97,2,1,9,Suburban,1740675
2048-12-13,77,4,2,4,Rural,1635988
2048-12-20,165,2,2,0,Suburban,2291834
2048-12-27,110,3,2,13,Urban,1913800
2049-01-03,112,1,1,15,Rural,1754338
2049-01-10,159,2,2,23,Rural,2203240
2049-01-17,136,1,2,25,Suburban,1904151
2049-01-24,133,4,1,17,Suburban,2071896
2049-01-31,184,2,1,26,Rural,2397870
2049-02-07,100,3,1,2,Rural,1697194
2049-02-14,147,1,2,2,Suburban,2113215
2049-02-21,121,1,2,3,Urban,1921457
2049-02-28,128,3,1,6,Rural,1952166
2049-03-07,165,2,2,12,Urban,2394539
2049-03-14,135,2,1,8,Suburban,2025341
2049-03-21,136,1,1,2,Rural,2029557
2049-03-28,152,3,1,16,Suburban,2194781
2049-04-04,109,1,1,14,Rural,1738012
2049-04-11,94,1,1,26,Rural,1542638
2049-04-18,88,4,2,9,Suburban,1749695
2049-04-25,61,2,2,14,Suburban,1472967
2049-05-02,181,2,1,0,Urban,2462384
2049-05-09,86,4,2,27,Suburban,1757399
2049-05-16,113,2,2,26,Suburban,1864833
2049-05-23,111,2,1,21,Urban,1773678
2049-05-30,129,2,2,20,Suburban,1946681
2049-06-06,144,3,2,9,Urban,2251997
2049-06-13,145,4,1,6,Urban,2146076
2049-06-20,102,1,2,6,Suburban,1765130
2049-06-27,114,3,2,2,Urban,1979405
2049-07-04,128,1,2,6,Urban,2031979
2049-07-11,112,4,2,8,Urban,2028831
2049-07-18,168,4,2,7,Suburban,2395300
2049-07-25,134,4,1,2,Suburban,2101532
2049-08-01,142,2,1,25,Urban,2059360
2049-08-08,139,3,1,4,Suburban,2153003
2049-08-15,155,4,1,12,Rural,2131389
2049-08-22,125,1,1,12,Urban,1934868
2049-08-29,81,2,2,29,Rural,1507348
2049-09-05,131,2,2,7,Suburban,2045541
2049-09-12,100,3,1,17,Rural,1765724
2049-09-19,104,3,1,29,Suburban,1713883
2049-09-26,137,3,1,29,Suburban,2050156
2049-10-03,157,2,2,6,Urban,2285778
2049-10-10,120,4,2,26,Rural,1976897
2049-10-17,129,1,2,9,Urban,1992889
2049-10-24,171,4,2,9,Rural,2354455
2049-10-31,127,1,2,22,Suburban,1874568
2049-11-07,198,4,2,10,Suburban,2601597
2049-11-14,136,3,1,11,Urban,2150702
2049-11-21,67,1,2,29,Rural,1389721
2049-11-28,142,2,1,12,Rural,2047412
2049-12-05,131,1,1,7,Suburban,1877225
2049-12-12,158,2,2,16,Urban,2269319
2049-12-19,140,4,2,23,Suburban,2215181
2049-12-26,115,3,2,13,Suburban,1861908
2050-01-02,83,1,2,16,Urban,1595729
2050-01-09,113,2,2,18,Rural,1760482
2050-01-16,94,4,2,15,Rural,1772485
2050-01-23,102,3,2,8,Suburban,1816950
2050-01-30,137,3,2,19,Rural,2099545
2050-02-06,170,3,1,9,Urban,2413461
2050-02-13,131,4,1,28,Rural,2100075
2050-02-20,84,4,2,8,Rural,1727296
2050-02-27,133,4,1,0,Suburban,2165424
2050-03-06,155,3,2,23,Rural,2191114
2050-03-13,101,1,1,2,Urban,1714346
2050-03-20,115,2,1,10,Suburban,1927738
2050-03-27,120,4,2,6,Urban,2156662
2050-04-03,96,1,2,17,Rural,1696282
2050-04-10,139,2,2,12,Rural,2072061
2050-04-17,116,3,1,22,Suburban,1873295
2050-04-24,132,1,1,22,Urban,2037581
2050-05-01,93,3,2,24,Rural,1753975
2050-05-08,106,2,1,17,Rural,1864743
2050-05-15,141,4,2,15,Suburban,2160278
2050-05-22,108,3,1,23,Rural,1861628
2050-05-29,171,1,2,15,Rural,2296455
2050-06-05,108,4,1,20,Rural,1858398
2050-06-12,126,1,2,9,Urban,2060191
2050-06-19,147,2,2,8,Urban,2232617
2050-06-26,77,2,2,7,Urban,1608155
2050-07-03,67,4,1,18,Rural,1547583
2050-07-10,74,1,2,2,Suburban,1514557
2050-07-17,157,1,1,26,Suburban,2125074
2050-07-24,103,1,2,27,Suburban,1780191
2050-07-31,196,1,2,25,Urban,2572963
2050-08-07,103,2,2,23,Urban,1845060
2050-08-14,125,1,1,8,Urban,1922996
2050-08-21,166,2,1,1,Urban,2372080
2050-08-28,180,1,1,18,Rural,2347669
2050-09-04,181,1,2,29,Suburban,2269394
2050-09-11,156,3,1,29,Suburban,2244323
2050-09-18,150,3,2,7,Urban,2285490
2050-09-25,137,1,2,17,Suburban,2089185
2050-10-02,143,2,2,7,Suburban,2179284
2050-10-09,103,1,2,4,Urban,1850717
2050-10-16,95,3,2,5,Urban,1836904
2050-10-23,119,1,1,29,Urban,1875582
2050-10-30,114,3,1,9,Urban,2023184
2050-11-06,106,1,2,14,Rural,1759256
2050-11-13,140,4,2,27,Suburban,2207733
2050-11-20,148,1,1,3,Rural,2014702
2050-11-27,122,2,2,2,Suburban,2002572
2050-12-04,164,3,2,23,Rural,2209900
2050-12-11,85,4,2,8,Urban,1803192
2050-12-18,114,3,2,15,Rural,1930675
2050-12-25,98,3,1,28,Urban,1852351
2051-01-01,64,2,2,15,Urban,1498542
2051-01-08,117,1,1,14,Rural,1843684
2051-01-15,116,2,1,23,Suburban,1962924
2051-01-22,165,1,1,8,Rural,2189962
2051-01-29,138,4,1,16,Urban,2133147
2051-02-05,89,2,2,20,Urban,1755491
2051-02-12,175,2,2,11,Suburban,2357900
2051-02-19,156,3,2,22,Suburban,2253050
2051-02-26,137,2,1,7,Suburban,2138666
2051-03-05,113,1,1,13,Urban,1962844
2051-03-12,91,2,1,26,Rural,1597465
2051-03-19,108,2,2,17,Suburban,1835129
2051-03-26,152,4,2,11,Urban,2344506
2051-04-02,176,1,2,26,Rural,2281609
2051-04-09,166,3,1,13,Suburban,2462164
2051-04-16,105,1,1,19,Rural,1699471
2051-04-23,86,4,2,22,Rural,1729112
2051-04-30,124,1,1,4,Urban,2059808
2051-05-07,66,1,1,0,Urban,1552333
2051-05-14,129,2,2,12,Urban,2133294
2051-05-21,115,2,1,13,Rural,1825194
2051-05-28,106,1,1,1,Suburban,1786491
2051-06-04,72,1,2,15,Suburban,1491514
2051-06-11,135,3,1,4,Suburban,2180063
2051-06-18,104,4,1,21,Urban,1999762
2051-06-25,84,2,1,0,Suburban,1661011
2051-07-02,33,2,1,11,Suburban,1243287
2051-07-09,119,2,2,18,Urban,1979975
2051-07-16,173,2,2,21,Suburban,2315138
2051-07-23,169,1,1,21,Suburban,2247308
2051-07-30,106,1,2,22,Suburban,1844163
2051-08-06,101,3,2,9,Rural,1808229
2051-08-13,134,2,2,11,Rural,2067149
2051-08-20,90,2,1,29,Urban,1649599
2051-08-27,129,1,1,29,Urban,1970299
2051-09-03,142,3,2,18,Rural,2135833
2051-09-10,156,1,2,15,Urban,2191416
2051-09-17,116,2,2,16,Urban,2020519
2051-09-24,113,2,2,12,Suburban,1977831
2051-10-01,93,4,1,6,Urban,1839523
2051-10-08,95,4,2,27,Urban,1881690
2051-10-15,113,4,1,26,Suburban,1981215
2051-10-22,131,3,1,2,Suburban,2030761
2051-10-29,147,1,1,4,Rural,2036145
2051-11-05,95,2,1,3,Urban,1876814
2051-11-12,164,2,1,27,Suburban,2233743
2051-11-19,111,3,1,14,Urban,2032409
2051-11-26,119,2,1,16,Urban,1912729
2051-12-03,97,2,2,11,Rural,1807441
2051-12-10,47,1,1,22,Rural,1257434
2051-12-17,146,4,2,13,Rural,2254961
2051-12-24,142,4,2,28,Rural,2294796
2051-12-31,111,3,2,3,Rural,1891790
2052-01-07,122,4,2,16,Suburban,2136739
2052-01-14,135,4,2,10,Rural,2211174
2052-01-21,73,3,1,5,Suburban,1825728
2052-01-28,104,3,1,3,Rural,1816643
2052-02-04,143,4,2,12,Suburban,2253700
2052-02-11,82,1,2,19,Urban,1704296
2052-02-18,128,3,2,14,Rural,2061986
2052-02-25,79,2,1,17,Suburban,1611347
2052-03-03,133,3,2,16,Rural,2156875
2052-03-10,118,2,1,18,Suburban,1932171
2052-03-17,71,3,1,9,Suburban,1593407
2052-03-24,154,3,2,4,Rural,2338810
2052-03-31,97,4,1,11,Suburban,1911764
2052-04-07,95,4,1,24,Urban,1865857
2052-04-14,126,4,1,29,Rural,2031984
2052-04-21,154,1,2,14,Urban,2208754
2052-04-28,89,4,2,22,Suburban,1875254
2052-05-05,121,4,2,3,Suburban,2115494
2052-05-12,132,3,2,7,Rural,2085507
2052-05-19,140,3,2,27,Urban,2154222
2052-05-26,125,1,2,19,Urban,2034607
2052-06-02,108,2,2,21,Rural,1830070
2052-06-09,95,3,2,27,Urban,1759366
2052-06-16,122,3,1,16,Rural,1938336
2052-06-23,87,2,2,29,Rural,1661320
2052-06-30,32,1,1,5,Suburban,1231223
2052-07-07,133,3,1,15,Suburban,2117822
2052-07-14,147,4,2,25,Urban,2313362
2052-07-21,49,1,1,4,Rural,1267207
2052-07-28,89,2,1,13,Rural,1649772
2052-08-04,138,2,2,1,Rural,2199188
2052-08-11,181,4,1,16,Rural,2576311
2052-08-18,120,4,2,28,Suburban,2111897
2052-08-25,98,4,1,5,Urban,1977975
2052-09-01,114,1,1,10,Suburban,1937237
2052-09-08,161,2,2,1,Rural,2270460
2052-09-15,100,4,1,24,Urban,1934646
2052-09-22,96,4,1,24,Urban,1845486
2052-09-29,105,2,2,0,Rural,1826854
2052-10-06,91,3,2,4,Rural,1830903
2052-10-13,123,1,1,7,Suburban,2020337
2052-10-20,168,3,1,3,Suburban,2431807
2052-10-27,129,4,2,18,Rural,2222450
2052-11-03,112,1,1,4,Rural,1863089
2052-11-10,111,3,2,4,Suburban,1976160
2052-11-17,73,2,2,23,Urban,1599163
2052-11-24,146,4,2,15,Urban,2404906
2052-12-01,117,1,1,21,Urban,1936922
2052-12-08,114,1,1,17,Suburban,1918802
2052-12-15,215,1,1,10,Rural,2534601
2052-12-22,128,1,2,16,Urban,2072233
2052-12-29,97,4,1,28,Rural,1812911
2053-01-05,107,4,2,2,Suburban,1971312
2053-01-12,154,2,1,17,Suburban,2254365
2053-01-19,123,2,2,3,Rural,2082590
2053-01-26,76,2,2,18,Rural,1735811
2053-02-02,147,3,1,8,Rural,2243107
2053-02-09,99,2,2,4,Rural,1800042
2053-02-16,176,4,1,3,Urban,2555524
2053-02-23,152,3,1,15,Rural,2306656
2053-03-02,106,4,1,9,Urban,1973156
2053-03-09,158,3,1,8,Suburban,2392621
2053-03-16,122,2,1,15,Urban,2054684
2053-03-23,145,2,2,19,Rural,2185655
2053-03-30,134,2,1,21,Urban,2046594
2053-04-06,94,3,2,29,Suburban,1821652
2053-04-13,100,4,1,25,Rural,1803092
2053-04-20,150,1,2,16,Suburban,2185087
2053-04-27,109,4,2,28,Suburban,2058856
2053-05-04,107,2,1,17,Rural,1911052
2053-05-11,91,3,2,14,Urban,1888697
2053-05-18,132,3,1,19,Suburban,2107982
2053-05-25,181,2,1,8,Rural,2540404
2053-06-01,87,3,1,5,Suburban,1776320
2053-06-08,120,2,2,5,Urban,2023215
2053-06-15,162,4,2,10,Suburban,2511324
2053-06-22,117,3,2,24,Suburban,2061886
2053-06-29,133,1,2,27,Suburban,2034371
2053-07-06,88,3,1,19,Suburban,1793011
2053-07-13,132,2,1,2,Urban,2176607
2053-07-20,114,1,2,22,Rural,1891183
2053-07-27,149,2,2,11,Suburban,2296446
2053-08-03,155,3,1,14,Urban,2340714
2053-08-10,197,1,2,6,Suburban,2644812
2053-08-17,137,1,1,24,Suburban,2073877
2053-08-24,129,3,2,21,Suburban,2121909
2053-08-31,125,1,2,17,Urban,2039705
2053-09-07,109,4,2,21,Suburban,2031604
2053-09-14,130,1,1,14,Suburban,1966731
2053-09-21,111,1,1,7,Rural,1829667
2053-09-28,125,4,2,21,Urban,2199245
2053-10-05,159,2,2,8,Rural,2256950
2053-10-12,89,2,2,14,Rural,1722003
2053-10-19,154,4,2,15,Rural,2490732
2053-10-26,159,1,2,19,Rural,2197537
2053-11-02,116,3,2,2,Suburban,2065309
2053-11-09,56,4,2,26,Rural,1525314
2053-11-16,101,3,2,4,Urban,1985656
2053-11-23,158,2,1,2,Suburban,2301254
2053-11-30,119,4,1,26,Rural,2030337
2053-12-07,90,3,1,27,Rural,1723072
2053-12-14,104,1,1,1,Urban,1946256
2053-12-21,145,4,2,1,Urban,2406081
2053-12-28,136,3,1,3,Rural,2126351
2054-01-04,112,4,1,2,Rural,2079039
2054-01-11,108,4,2,8,Rural,1975586
2054-01-18,108,2,1,29,Rural,1773795
2054-01-25,92,2,1,22,Rural,1738347
2054-02-01,168,1,1,21,Urban,2464363
2054-02-08,110,2,1,25,Urban,1856116
2054-02-15,156,2,1,11,Suburban,2247450
2054-02-22,165,2,2,23,Suburban,2430126
2054-03-01,149,3,2,8,Urban,2342883
2054-03-08,107,4,2,18,Suburban,2070097
2054-03-15,132,2,1,11,Rural,2042125
2054-03-22,119,3,1,15,Suburban,2069598
2054-03-29,92,4,1,25,Rural,1924223
2054-04-05,129,2,2,22,Rural,2009770
2054-04-12,84,2,1,24,Suburban,1767188
2054-04-19,155,4,1,0,Suburban,2466485
2054-04-26,106,3,1,9,Rural,1858537
2054-05-03,126,3,1,24,Urban,2161445
2054-05-10,128,1,2,29,Suburban,2043640
2054-05-17,112,4,2,22,Suburban,2081054
2054-05-24,137,1,1,9,Urban,2169825
2054-05-31,105,3,2,29,Suburban,1939981
2054-06-07,146,2,2,3,Rural,2251504
2054-06-14,79,1,2,28,Urban,1694572
2054-06-21,123,3,1,10,Urban,2178302
2054-06-28,178,3,2,27,Rural,2431141
2054-07-05,89,2,2,21,Rural,1822544
2054-07-12,99,4,1,10,Rural,1872735
2054-07-19,135,3,2,10,Urban,2307081
2054-07-26,125,1,2,21,Rural,2001472
2054-08-02,130,2,2,5,Suburban,2095942
2054-08-09,134,4,1,14,Suburban,2270907
2054-08-16,139,4,1,1,Rural,2223729
2054-08-23,153,4,2,20,Suburban,2468939
2054-08-30,132,3,1,22,Suburban,2128458
2054-09-06,112,4,1,21,Urban,2011750
2054-09-13,140,3,1,2,Rural,2305692
2054-09-20,176,2,2,26,Suburban,2498566
2054-09-27,116,2,2,27,Rural,2011359
2054-10-04,90,4,1,4,Rural,1833926
2054-10-11,153,2,2,28,Suburban,2208409
2054-10-18,116,1,1,23,Suburban,2021260
2054-10-25,54,1,1,10,Urban,1497678
2054-11-01,145,3,2,20,Urban,2361067
2054-11-08,103,4,1,11,Urban,2071829
2054-11-15,117,3,1,25,Suburban,2026730
2054-11-22,129,2,1,2,Urban,2177311
2054-11-29,125,4,1,8,Rural,2232197
2054-12-06,141,3,2,26,Urban,2293377
2054-12-13,106,4,1,2,Urban,2130605
2054-12-20,135,4,2,1,Urban,2248437
2054-12-27,112,3,1,5,Rural,2062688
2055-01-03,142,4,2,23,Rural,2214899
2055-01-10,138,2,1,5,Suburban,2255970
2055-01-17,91,1,1,16,Urban,1807531
2055-01-24,152,1,2,7,Rural,2249703
2055-01-31,103,4,2,0,Rural,2022020
2055-02-07,144,1,1,24,Rural,2114863
2055-02-14,131,4,1,7,Suburban,2206966
2055-02-21,175,3,1,21,Suburban,2512201
2055-02-28,113,2,1,14,Suburban,2101402
2055-03-07,109,1,1,17,Urban,1998615
2055-03-14,119,3,2,12,Rural,2040449
2055-03-21,110,2,2,24,Suburban,1991884
2055-03-28,143,1,1,7,Suburban,2201798
2055-04-04,71,1,2,28,Rural,1562385
2055-04-11,88,2,2,19,Rural,1723861
2055-04-18,87,3,1,17,Urban,1882794
2055-04-25,148,3,2,12,Urban,2431303
2055-05-02,171,1,1,13,Urban,2399805
2055-05-09,116,2,2,14,Suburban,2147777
2055-05-16,114,3,2,5,Suburban,2178600
2055-05-23,122,2,2,0,Rural,2114408
2055-05-30,154,2,2,6,Urban,2339914
2055-06-06,92,1,2,0,Rural,1818070
2055-06-13,127,2,1,14,Urban,2154598
2055-06-20,149,2,2,28,Urban,2344657
2055-06-27,135,4,1,5,Urban,2403023
2055-07-04,125,2,2,4,Urban,2167201
2055-07-11,150,3,2,11,Rural,2444891
2055-07-18,38,1,2,25,Rural,1339325
2055-07-25,140,1,1,29,Suburban,2122976
2055-08-01,100,2,2,2,Urban,2101968
2055-08-08,65,2,2,21,Rural,1635994
2055-08-15,135,3,1,19,Urban,2226263
2055-08-22,161,4,1,13,Urban,2523710
2055-08-29,115,1,1,27,Suburban,1975761
2055-09-05,148,4,2,5,Suburban,2424956
2055-09-12,168,3,2,3,Rural,2513695
2055-09-19,159,1,2,14,Rural,2272639
2055-09-26,169,3,2,16,Suburban,2445740
2055-10-03,142,2,1,4,Rural,2223820
2055-10-10,122,3,1,23,Rural,2078001
2055-10-17,71,2,2,5,Suburban,1745855
2055-10-24,112,4,1,9,Urban,2111190
2055-10-31,94,1,1,8,Urban,1781472
2055-11-07,185,1,1,3,Suburban,2508733
2055-11-14,114,4,2,25,Urban,2208281
2055-11-21,123,2,1,8,Urban,2098669
2055-11-28,136,1,2,7,Suburban,2166395
2055-12-05,121,3,2,2,Rural,2123379
2055-12-12,170,2,2,29,Suburban,2436536
2055-12-19,101,1,1,21,Suburban,1817339
2055-12-26,125,3,1,19,Urban,2134943
2056-01-02,97,3,1,0,Suburban,2033032
2056-01-09,80,1,1,24,Urban,1743505
2056-01-16,101,4,2,19,Suburban,2100391
2056-01-23,118,4,2,26,Rural,2192966
2056-01-30,107,1,2,29,Urban,1829506
2056-02-06,99,3,1,4,Suburban,1990672
2056-02-13,77,4,1,2,Urban,1852691
2056-02-20,117,4,1,3,Suburban,2226340
2056-02-27,74,4,2,28,Suburban,1769926
2056-03-05,142,2,2,24,Suburban,2206792
2056-03-12,122,4,1,22,Urban,2132297
2056-03-19,76,1,2,23,Urban,1699366
2056-03-26,110,1,2,18,Rural,1972747
2056-04-02,97,2,1,14,Rural,1864308
2056-04-09,129,2,1,18,Rural,2039867
2056-04-16,160,1,2,15,Rural,2442132
2056-04-23,63,2,1,29,Suburban,1623476
2056-04-30,123,4,2,22,Urban,2284370
2056-05-07,115,3,1,7,Suburban,2166251
2056-05-14,140,3,2,13,Urban,2268489
2056-05-21,126,3,1,4,Urban,2181428
2056-05-28,97,1,1,0,Suburban,1914650
2056-06-04,110,2,1,18,Suburban,1951463
2056-06-11,96,3,2,4,Urban,2004749
2056-06-18,152,4,2,2,Rural,2447112
2056-06-25,120,4,1,29,Rural,2047629
2056-07-02,177,4,2,16,Urban,2675959
2056-07-09,118,2,2,6,Suburban,2158225
2056-07-16,98,3,1,16,Suburban,1989472
2056-07-23,74,4,1,25,Urban,1879150
2056-07-30,65,2,1,12,Suburban,1698493
2056-08-06,72,4,2,21,Urban,1866793
2056-08-13,128,3,1,21,Urban,2231333
2056-08-20,135,3,2,13,Urban,2330166
2056-08-27,72,3,2,22,Suburban,1734647
2056-09-03,146,3,2,11,Rural,2289002
2056-09-10,105,3,1,10,Urban,2020520
2056-09-17,124,4,1,0,Suburban,2231198
2056-09-24,168,3,2,26,Rural,2455208
2056-10-01,146,4,2,2,Urban,2501191
2056-10-08,111,3,1,11,Rural,2043094
2056-10-15,93,4,1,8,Suburban,2000966
2056-10-22,55,3,1,1,Rural,1623570
2056-10-29,98,4,1,13,Rural,2036283
2056-11-05,113,3,1,4,Suburban,2104571
2056-11-12,90,2,1,2,Urban,1955918
2056-11-19,116,4,1,11,Suburban,2191829
2056-11-26,122,2,1,11,Suburban,2170981
2056-12-03,113,4,1,28,Urban,2219731
2056-12-10,100,4,2,20,Urban,2110332
2056-12-17,125,4,1,6,Suburban,2255188
2056-12-24,133,1,1,0,Urban,2211365
2056-12-31,87,3,2,2,Urban,1941491
2057-01-07,162,2,1,10,Suburban,2414311
2057-01-14,117,2,1,12,Suburban,2121105
2057-01-21,120,4,2,21,Suburban,2164316
2057-01-28,141,2,1,22,Suburban,2329738
2057-02-04,126,2,2,9,Rural,2137913
2057-02-11,148,2,2,18,Rural,2447103
2057-02-18,128,2,1,3,Urban,2179844
2057-02-25,101,1,2,21,Rural,1885509
2057-03-04,130,4,2,4,Rural,2271907
2057-03-11,85,2,2,10,Rural,1778345
2057-03-18,123,1,2,8,Urban,2199690
2057-03-25,119,1,1,12,Rural,1951722
2057-04-01,113,4,2,27,Suburban,2115696
2057-04-08,116,3,2,16,Suburban,2175315
2057-04-15,63,3,1,14,Urban,1763748
2057-04-22,103,3,2,12,Urban,2011405
2057-04-29,122,2,1,20,Urban,2166583
2057-05-06,124,4,2,10,Rural,2240444
2057-05-13,89,3,1,0,Urban,1918613
2057-05-20,157,2,2,7,Urban,2435555
2057-05-27,94,4,1,22,Urban,1909827
2057-06-03,149,2,2,4,Suburban,2473872
2057-06-10,132,3,1,21,Urban,2319271
2057-06-17,100,3,1,15,Suburban,1930542
2057-06-24,173,1,1,3,Suburban,2543445
2057-07-01,84,1,1,24,Urban,1751298
2057-07-08,147,4,1,29,Urban,2470240
2057-07-15,150,2,2,18,Rural,2306196
2057-07-22,99,2,2,17,Urban,1977332
2057-07-29,161,3,1,22,Urban,2487582
2057-08-05,112,3,1,28,Urban,2065632
2057-08-12,128,4,2,1,Urban,2430963
2057-08-19,127,1,2,12,Urban,2226426
2057-08-26,115,3,1,15,Urban,2155497
2057-09-02,144,2,2,21,Rural,2331728
2057-09-09,143,3,1,26,Rural,2201646
2057-09-16,67,1,1,7,Urban,1622077
2057-09-23,159,2,1,18,Rural,2401727
2057-09-30,70,1,2,2,Suburban,1755276
2057-10-07,150,4,1,18,Rural,2420970
2057-10-14,153,4,2,16,Suburban,2411365
2057-10-21,87,1,2,8,Urban,1820883
2057-10-28,107,2,2,20,Suburban,2051329
2057-11-04,86,1,2,24,Urban,1956323
2057-11-11,113,3,1,20,Rural,2120395
2057-11-18,110,3,1,22,Suburban,2150865
2057-11-25,143,1,2,16,Suburban,2295486
2057-12-02,159,3,1,24,Suburban,2477624
2057-12-09,161,1,2,0,Urban,2433825
2057-12-16,103,3,1,3,Urban,2133591
2057-12-23,113,1,1,22,Rural,1954840
2057-12-30,69,3,1,26,Rural,1733636
2058-01-06,95,2,1,14,Urban,1953034
2058-01-13,148,2,1,11,Rural,2325955
2058-01-20,168,3,1,24,Suburban,2532113
2058-01-27,82,1,2,16,Suburban,1806231
2058-02-03,102,3,1,11,Suburban,2085503
2058-02-10,119,4,1,15,Rural,2110688
2058-02-17,128,4,1,29,Suburban,2183853
2058-02-24,95,1,2,12,Suburban,1930293
2058-03-03,132,3,1,10,Urban,2381528
2058-03-10,105,3,1,14,Urban,2170637
2058-03-17,119,2,1,28,Rural,1989279
2058-03-24,136,1,2,15,Urban,2242856
2058-03-31,120,4,1,5,Rural,2131539
2058-04-07,106,4,2,26,Rural,2054469
2058-04-14,116,1,2,25,Urban,2140642
2058-04-21,117,4,1,10,Urban,2242355
2058-04-28,108,1,1,14,Rural,1924806
2058-05-05,112,4,2,4,Rural,2203254
2058-05-12,167,4,2,2,Rural,2580747
2058-05-19,136,1,1,25,Suburban,2266648
2058-05-26,111,1,1,1,Suburban,2035864
2058-06-02,140,4,2,0,Urban,2459910
2058-06-09,109,4,2,14,Suburban,2203842
2058-06-16,155,2,2,1,Suburban,2515964
2058-06-23,131,3,2,27,Rural,2315298
2058-06-30,116,1,1,28,Suburban,2013501
2058-07-07,133,1,2,19,Urban,2292802
2058-07-14,72,3,1,5,Suburban,1824060
2058-07-21,86,2,2,11,Suburban,1868930
2058-07-28,84,4,2,20,Suburban,1927159
2058-08-04,124,4,1,15,Urban,2241650
2058-08-11,171,2,1,13,Urban,2539915
2058-08-18,186,2,1,3,Rural,2703285
2058-08-25,139,3,1,7,Suburban,2389335
2058-09-01,135,3,2,11,Rural,2242439
2058-09-08,65,4,1,22,Rural,1655680
2058-09-15,103,2,1,13,Urban,1979885
2058-09-22,96,2,1,19,Rural,1859163
2058-09-29,101,4,2,25,Suburban,2081336
2058-10-06,114,4,2,12,Rural,2245643
2058-10-13,105,4,1,28,Urban,2096114
2058-10-20,60,4,2,4,Urban,1926024
2058-10-27,142,4,2,11,Urban,2400490
2058-11-03,87,3,1,9,Suburban,1921568
2058-11-10,127,4,2,20,Rural,2316777
2058-11-17,182,2,1,18,Suburban,2674360
2058-11-24,92,1,1,12,Urban,1887714
2058-12-01,44,3,1,8,Suburban,1649087
2058-12-08,111,2,2,10,Urban,2182109
2058-12-15,153,1,1,4,Suburban,2345894
2058-12-22,178,3,2,27,Suburban,2680246
2058-12-29,83,4,2,12,Rural,1980180
2059-01-05,134,3,2,9,Rural,2278973
2059-01-12,106,4,2,17,Urban,2274716
2059-01-19,116,4,1,28,Rural,2106731
2059-01-26,199,4,1,14,Rural,2848204
2059-02-02,74,1,2,19,Suburban,1689011
2059-02-09,127,3,1,11,Urban,2297168
2059-02-16,134,4,2,3,Suburban,2361146
2059-02-23,152,2,2,4,Suburban,2442293
2059-03-02,122,3,1,7,Rural,2112170
2059-03-09,129,2,2,4,Rural,2273990
2059-03-16,108,1,1,0,Urban,2082314
2059-03-23,128,1,2,17,Rural,2205370
2059-03-30,109,3,2,18,Suburban,2120109
2059-04-06,138,1,2,18,Rural,2286692
2059-04-13,108,1,2,9,Urban,2080463
2059-04-20,131,3,1,21,Urban,2314658
2059-04-27,119,2,2,8,Suburban,2295202
2059-05-04,153,4,2,25,Suburban,2503766
2059-05-11,118,3,1,0,Rural,2239872
2059-05-18,66,3,2,21,Urban,1844984
2059-05-25,157,4,2,24,Suburban,2534904
2059-06-01,92,2,2,19,Rural,1848215
2059-06-08,100,4,2,25,Rural,2014845
2059-06-15,102,4,2,2,Rural,2185533
2059-06-22,161,2,2,12,Suburban,2608219
2059-06-29,55,2,1,5,Suburban,1662571
2059-07-06,214,4,2,5,Rural,3027694
2059-07-13,151,4,1,28,Rural,2479822
2059-07-20,126,3,2,17,Suburban,2287165
2059-07-27,118,2,1,4,Urban,2250985
2059-08-03,128,1,1,16,Rural,2147081
2059-08-10,135,2,1,28,Urban,2291777
2059-08-17,139,4,1,24,Urban,2390539
